Team,Year,Sport,Medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,Bronze
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,Silver
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,Silver
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,Gold
United States,2004,Gymnastics,Silver
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,Silver
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,Silver
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,Silver
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2004,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,Bronze
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,Bronze
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,Bronze
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,Bronze
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,Silver
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,Silver
United States,2008,Gymnastics,Silver
United States,2008,Gymnastics,Silver
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,Gold
United States,2008,Gymnastics,Gold
United States,2008,Gymnastics,Silver
United States,2008,Gymnastics,Bronze
United States,2008,Gymnastics,Silver
United States,2008,Gymnastics,Silver
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,Silver
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,Silver
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,Silver
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,Silver
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,Bronze
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,Bronze
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2008,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,Gold
United States,2012,Gymnastics,Gold
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,Bronze
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,Gold
United States,2012,Gymnastics,Silver
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,Gold
United States,2012,Gymnastics,Gold
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,Bronze
United States,2012,Gymnastics,Gold
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,Gold
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2012,Gymnastics,No medal
United States,2016,Gymnastics,Gold
United States,2016,Gymnastics,Gold
United States,2016,Gymnastics,Gold
United States,2016,Gymnastics,Gold
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,Bronze
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,Gold
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,Gold
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,Silver
United States,2016,Gymnastics,Gold
United States,2016,Gymnastics,Silver
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,Silver
United States,2016,Gymnastics,Silver
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,Bronze
United States,2016,Gymnastics,Silver
United States,2016,Gymnastics,Gold
United States,2016,Gymnastics,Silver
United States,2016,Gymnastics,No medal
United States,2016,Gymnastics,No medal
United States,1964,Judo,Bronze
United States,1964,Judo,No medal
United States,1964,Judo,No medal
United States,1964,Judo,No medal
United States,1972,Judo,No medal
United States,1972,Judo,No medal
United States,1972,Judo,No medal
United States,1972,Judo,No medal
United States,1972,Judo,No medal
United States,1972,Judo,No medal
United States,1976,Judo,No medal
United States,1976,Judo,No medal
United States,1976,Judo,Bronze
United States,1976,Judo,No medal
United States,1976,Judo,No medal
United States,1976,Judo,No medal
United States,1984,Judo,No medal
United States,1984,Judo,No medal
United States,1984,Judo,Silver
United States,1984,Judo,Bronze
United States,1984,Judo,No medal
United States,1984,Judo,No medal
United States,1984,Judo,No medal
United States,1984,Judo,No medal
United States,1988,Judo,Silver
United States,1988,Judo,No medal
United States,1988,Judo,No medal
United States,1988,Judo,No medal
United States,1988,Judo,No medal
United States,1988,Judo,No medal
United States,1988,Judo,Bronze
United States,1992,Judo,No medal
United States,1992,Judo,No medal
United States,1992,Judo,No medal
United States,1992,Judo,No medal
United States,1992,Judo,Silver
United States,1992,Judo,No medal
United States,1992,Judo,No medal
United States,1992,Judo,No medal
United States,1992,Judo,No medal
United States,1992,Judo,No medal
United States,1992,Judo,No medal
United States,1992,Judo,No medal
United States,1992,Judo,No medal
United States,1996,Judo,No medal
United States,1996,Judo,No medal
United States,1996,Judo,No medal
United States,1996,Judo,No medal
United States,1996,Judo,No medal
United States,1996,Judo,No medal
United States,1996,Judo,No medal
United States,1996,Judo,Bronze
United States,1996,Judo,No medal
United States,1996,Judo,No medal
United States,1996,Judo,No medal
United States,1996,Judo,No medal
United States,1996,Judo,No medal
United States,1996,Judo,No medal
United States,2000,Judo,No medal
United States,2000,Judo,No medal
United States,2000,Judo,No medal
United States,2000,Judo,No medal
United States,2000,Judo,No medal
United States,2000,Judo,No medal
United States,2000,Judo,No medal
United States,2000,Judo,No medal
United States,2000,Judo,No medal
United States,2000,Judo,No medal
United States,2000,Judo,No medal
United States,2000,Judo,No medal
United States,2000,Judo,No medal
United States,2000,Judo,No medal
United States,2004,Judo,No medal
United States,2004,Judo,No medal
United States,2004,Judo,No medal
United States,2004,Judo,No medal
United States,2004,Judo,No medal
United States,2004,Judo,No medal
United States,2004,Judo,No medal
United States,2004,Judo,Bronze
United States,2004,Judo,No medal
United States,2004,Judo,No medal
United States,2004,Judo,No medal
United States,2004,Judo,No medal
United States,2008,Judo,No medal
United States,2008,Judo,No medal
United States,2008,Judo,No medal
United States,2008,Judo,No medal
United States,2008,Judo,No medal
United States,2008,Judo,Bronze
United States,2008,Judo,No medal
United States,2008,Judo,No medal
United States,2008,Judo,No medal
United States,2008,Judo,No medal
United States,2012,Judo,No medal
United States,2012,Judo,Gold
United States,2012,Judo,Bronze
United States,2012,Judo,No medal
United States,2012,Judo,No medal
United States,2016,Judo,No medal
United States,2016,Judo,No medal
United States,2016,Judo,No medal
United States,2016,Judo,Gold
United States,2016,Judo,No medal
United States,2016,Judo,Silver
United States,2020,Judo,No medal
United States,2020,Judo,No medal
United States,2020,Judo,No medal
United States,2020,Judo,No medal
United States,2024,Judo,No medal
United States,2024,Judo,No medal
United States,2024,Judo,No medal
United States,2024,Judo,No medal
United States,1896,Shooting,Gold
United States,1896,Shooting,Gold
United States,1896,Shooting,Silver
United States,1896,Shooting,No medal
United States,1908,Shooting,No medal
United States,1908,Shooting,Gold
United States,1908,Shooting,No medal
United States,1908,Shooting,Gold
United States,1908,Shooting,No medal
United States,1908,Shooting,Gold
United States,1908,Shooting,Silver
United States,1908,Shooting,Gold
United States,1908,Shooting,No medal
United States,1908,Shooting,Gold
United States,1908,Shooting,No medal
United States,1908,Shooting,Gold
United States,1908,Shooting,Bronze
United States,1908,Shooting,Gold
United States,1908,Shooting,No medal
United States,1908,Shooting,No medal
United States,1908,Shooting,No medal
United States,1908,Shooting,No medal
United States,1908,Shooting,No medal
United States,1908,Shooting,No medal
United States,1908,Shooting,No medal
United States,1908,Shooting,Gold
United States,1908,Shooting,Gold
United States,1908,Shooting,No medal
United States,1908,Shooting,Silver
United States,1908,Shooting,No medal
United States,1908,Shooting,No medal
United States,1908,Shooting,No medal
United States,1908,Shooting,No medal
United States,1908,Shooting,No medal
United States,1908,Shooting,Gold
United States,1908,Shooting,No medal
United States,1908,Shooting,Gold
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,Gold
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,Gold
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,Gold
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,Gold
United States,1912,Shooting,No medal
United States,1912,Shooting,Gold
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,Silver
United States,1912,Shooting,Gold
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,Gold
United States,1912,Shooting,Gold
United States,1912,Shooting,Gold
United States,1912,Shooting,No medal
United States,1912,Shooting,Gold
United States,1912,Shooting,No medal
United States,1912,Shooting,Gold
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,Gold
United States,1912,Shooting,Bronze
United States,1912,Shooting,No medal
United States,1912,Shooting,Bronze
United States,1912,Shooting,No medal
United States,1912,Shooting,Bronze
United States,1912,Shooting,Gold
United States,1912,Shooting,Gold
United States,1912,Shooting,Gold
United States,1912,Shooting,Gold
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,Bronze
United States,1912,Shooting,No medal
United States,1912,Shooting,Bronze
United States,1912,Shooting,No medal
United States,1912,Shooting,Silver
United States,1912,Shooting,No medal
United States,1912,Shooting,Silver
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,Bronze
United States,1912,Shooting,Silver
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,Silver
United States,1912,Shooting,Silver
United States,1912,Shooting,Gold
United States,1912,Shooting,No medal
United States,1912,Shooting,Bronze
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,Gold
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,Gold
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,Gold
United States,1912,Shooting,No medal
United States,1912,Shooting,Bronze
United States,1912,Shooting,No medal
United States,1912,Shooting,Bronze
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,No medal
United States,1912,Shooting,Silver
United States,1912,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,Silver
United States,1920,Shooting,Silver
United States,1920,Shooting,No medal
United States,1920,Shooting,Bronze
United States,1920,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,Bronze
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,Bronze
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Silver
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Bronze
United States,1920,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,Bronze
United States,1920,Shooting,Silver
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Bronze
United States,1920,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,Silver
United States,1920,Shooting,Gold
United States,1920,Shooting,Bronze
United States,1920,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,Silver
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Gold
United States,1920,Shooting,Bronze
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Silver
United States,1920,Shooting,Gold
United States,1920,Shooting,No medal
United States,1920,Shooting,Bronze
United States,1920,Shooting,No medal
United States,1920,Shooting,No medal
United States,1920,Shooting,Silver
United States,1920,Shooting,Gold
United States,1920,Shooting,Bronze
United States,1920,Shooting,Gold
United States,1924,Shooting,Gold
United States,1924,Shooting,No medal
United States,1924,Shooting,No medal
United States,1924,Shooting,Gold
United States,1924,Shooting,Bronze
United States,1924,Shooting,No medal
United States,1924,Shooting,No medal
United States,1924,Shooting,Gold
United States,1924,Shooting,No medal
United States,1924,Shooting,Bronze
United States,1924,Shooting,No medal
United States,1924,Shooting,No medal
United States,1924,Shooting,Gold
United States,1924,Shooting,Silver
United States,1924,Shooting,No medal
United States,1924,Shooting,Gold
United States,1924,Shooting,No medal
United States,1924,Shooting,No medal
United States,1924,Shooting,No medal
United States,1924,Shooting,Bronze
United States,1924,Shooting,No medal
United States,1924,Shooting,No medal
United States,1924,Shooting,Gold
United States,1924,Shooting,Gold
United States,1924,Shooting,No medal
United States,1924,Shooting,No medal
United States,1924,Shooting,Gold
United States,1924,Shooting,Bronze
United States,1924,Shooting,Gold
United States,1924,Shooting,Gold
United States,1924,Shooting,Silver
United States,1924,Shooting,Gold
United States,1924,Shooting,No medal
United States,1924,Shooting,Gold
United States,1924,Shooting,Gold
United States,1924,Shooting,No medal
United States,1924,Shooting,Gold
United States,1924,Shooting,No medal
United States,1924,Shooting,No medal
United States,1924,Shooting,Bronze
United States,1924,Shooting,No medal
United States,1924,Shooting,No medal
United States,1924,Shooting,No medal
United States,1932,Shooting,No medal
United States,1932,Shooting,No medal
United States,1932,Shooting,No medal
United States,1932,Shooting,No medal
United States,1932,Shooting,No medal
United States,1932,Shooting,No medal
United States,1936,Shooting,No medal
United States,1936,Shooting,No medal
United States,1936,Shooting,No medal
United States,1936,Shooting,No medal
United States,1936,Shooting,No medal
United States,1936,Shooting,No medal
United States,1948,Shooting,No medal
United States,1948,Shooting,No medal
United States,1948,Shooting,No medal
United States,1948,Shooting,No medal
United States,1948,Shooting,Gold
United States,1948,Shooting,No medal
United States,1948,Shooting,No medal
United States,1948,Shooting,No medal
United States,1948,Shooting,No medal
United States,1948,Shooting,No medal
United States,1948,Shooting,Silver
United States,1948,Shooting,No medal
United States,1952,Shooting,No medal
United States,1952,Shooting,Gold
United States,1952,Shooting,No medal
United States,1952,Shooting,Bronze
United States,1952,Shooting,No medal
United States,1952,Shooting,No medal
United States,1952,Shooting,No medal
United States,1952,Shooting,No medal
United States,1952,Shooting,No medal
United States,1952,Shooting,No medal
United States,1956,Shooting,No medal
United States,1956,Shooting,No medal
United States,1956,Shooting,No medal
United States,1956,Shooting,No medal
United States,1956,Shooting,No medal
United States,1956,Shooting,Bronze
United States,1956,Shooting,No medal
United States,1956,Shooting,No medal
United States,1956,Shooting,No medal
United States,1956,Shooting,No medal
United States,1960,Shooting,No medal
United States,1960,Shooting,No medal
United States,1960,Shooting,No medal
United States,1960,Shooting,Silver
United States,1960,Shooting,No medal
United States,1960,Shooting,No medal
United States,1960,Shooting,Gold
United States,1960,Shooting,No medal
United States,1960,Shooting,No medal
United States,1960,Shooting,No medal
United States,1960,Shooting,No medal
United States,1960,Shooting,No medal
United States,1964,Shooting,Gold
United States,1964,Shooting,Silver
United States,1964,Shooting,Bronze
United States,1964,Shooting,No medal
United States,1964,Shooting,No medal
United States,1964,Shooting,Bronze
United States,1964,Shooting,No medal
United States,1964,Shooting,Bronze
United States,1964,Shooting,No medal
United States,1964,Shooting,No medal
United States,1964,Shooting,Gold
United States,1964,Shooting,Silver
United States,1968,Shooting,Gold
United States,1968,Shooting,No medal
United States,1968,Shooting,No medal
United States,1968,Shooting,No medal
United States,1968,Shooting,Silver
United States,1968,Shooting,No medal
United States,1968,Shooting,No medal
United States,1968,Shooting,No medal
United States,1968,Shooting,No medal
United States,1968,Shooting,No medal
United States,1968,Shooting,No medal
United States,1968,Shooting,No medal
United States,1968,Shooting,No medal
United States,1968,Shooting,Silver
United States,1972,Shooting,No medal
United States,1972,Shooting,Silver
United States,1972,Shooting,No medal
United States,1972,Shooting,Silver
United States,1972,Shooting,No medal
United States,1972,Shooting,No medal
United States,1972,Shooting,No medal
United States,1972,Shooting,No medal
United States,1972,Shooting,No medal
United States,1972,Shooting,No medal
United States,1972,Shooting,No medal
United States,1972,Shooting,No medal
United States,1972,Shooting,No medal
United States,1972,Shooting,Gold
United States,1972,Shooting,No medal
United States,1972,Shooting,Gold
United States,1976,Shooting,No medal
United States,1976,Shooting,No medal
United States,1976,Shooting,Gold
United States,1976,Shooting,No medal
United States,1976,Shooting,No medal
United States,1976,Shooting,No medal
United States,1976,Shooting,Gold
United States,1976,Shooting,No medal
United States,1976,Shooting,Silver
United States,1976,Shooting,No medal
United States,1976,Shooting,No medal
United States,1976,Shooting,No medal
United States,1976,Shooting,No medal
United States,1976,Shooting,No medal
United States,1984,Shooting,No medal
United States,1984,Shooting,No medal
United States,1984,Shooting,Bronze
United States,1984,Shooting,Gold
United States,1984,Shooting,No medal
United States,1984,Shooting,No medal
United States,1984,Shooting,No medal
United States,1984,Shooting,No medal
United States,1984,Shooting,No medal
United States,1984,Shooting,Gold
United States,1984,Shooting,Silver
United States,1984,Shooting,Bronze
United States,1984,Shooting,No medal
United States,1984,Shooting,No medal
United States,1984,Shooting,No medal
United States,1984,Shooting,No medal
United States,1984,Shooting,No medal
United States,1984,Shooting,No medal
United States,1984,Shooting,Gold
United States,1984,Shooting,No medal
United States,1984,Shooting,No medal
United States,1984,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,Silver
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1988,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,Silver
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,Gold
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1992,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,Bronze
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,Silver
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,Gold
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,1996,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,Bronze
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,Gold
United States,2000,Shooting,No medal
United States,2000,Shooting,Bronze
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2000,Shooting,No medal
United States,2004,Shooting,Silver
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,Gold
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,Gold
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2004,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,Bronze
United States,2008,Shooting,Gold
United States,2008,Shooting,No medal
United States,2008,Shooting,Silver
United States,2008,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,Gold
United States,2008,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,Silver
United States,2008,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,No medal
United States,2008,Shooting,Bronze
United States,2008,Shooting,No medal
United States,2012,Shooting,No medal
United States,2012,Shooting,Gold
United States,2012,Shooting,No medal
